quadkey	wkt
24133577	POLYGON ((100.634765625 10.72265625, 100.634765625 10.810546875, 100.72265625 10.810546875, 100.72265625 10.72265625, 100.634765625 10.72265625))
24133579	POLYGON ((100.634765625 10.810546875, 100.634765625 10.8984375, 100.72265625 10.8984375, 100.72265625 10.810546875, 100.634765625 10.810546875))
24133601	POLYGON ((100.634765625 10.8984375, 100.634765625 10.986328125, 100.72265625 10.986328125, 100.72265625 10.8984375, 100.634765625 10.8984375))
24133603	POLYGON ((100.634765625 10.986328125, 100.634765625 11.07421875, 100.72265625 11.07421875, 100.72265625 10.986328125, 100.634765625 10.986328125))
24133609	POLYGON ((100.634765625 11.07421875, 100.634765625 11.162109375, 100.72265625 11.162109375, 100.72265625 11.07421875, 100.634765625 11.07421875))
24133611	POLYGON ((100.634765625 11.162109375, 100.634765625 11.25, 100.72265625 11.25, 100.72265625 11.162109375, 100.634765625 11.162109375))
24155457	POLYGON ((100.634765625 11.25, 100.634765625 11.337890625, 100.72265625 11.337890625, 100.72265625 11.25, 100.634765625 11.25))
24155459	POLYGON ((100.634765625 11.337890625, 100.634765625 11.42578125, 100.72265625 11.42578125, 100.72265625 11.337890625, 100.634765625 11.337890625))
24155465	POLYGON ((100.634765625 11.42578125, 100.634765625 11.513671875, 100.72265625 11.513671875, 100.72265625 11.42578125, 100.634765625 11.42578125))
24155467	POLYGON ((100.634765625 11.513671875, 100.634765625 11.6015625, 100.72265625 11.6015625, 100.72265625 11.513671875, 100.634765625 11.513671875))
24155489	POLYGON ((100.634765625 11.6015625, 100.634765625 11.689453125, 100.72265625 11.689453125, 100.72265625 11.6015625, 100.634765625 11.6015625))
24155492	POLYGON ((100.72265625 11.6015625, 100.72265625 11.689453125, 100.810546875 11.689453125, 100.810546875 11.6015625, 100.72265625 11.6015625))
24166516	POLYGON ((102.48046875 11.6015625, 102.48046875 11.689453125, 102.568359375 11.689453125, 102.568359375 11.6015625, 102.48046875 11.6015625))
24155494	POLYGON ((100.72265625 11.689453125, 100.72265625 11.77734375, 100.810546875 11.77734375, 100.810546875 11.689453125, 100.72265625 11.689453125))
24166518	POLYGON ((102.48046875 11.689453125, 102.48046875 11.77734375, 102.568359375 11.77734375, 102.568359375 11.689453125, 102.48046875 11.689453125))
24166519	POLYGON ((102.568359375 11.689453125, 102.568359375 11.77734375, 102.65625 11.77734375, 102.65625 11.689453125, 102.568359375 11.689453125))
24155500	POLYGON ((100.72265625 11.77734375, 100.72265625 11.865234375, 100.810546875 11.865234375, 100.810546875 11.77734375, 100.72265625 11.77734375))
24166524	POLYGON ((102.48046875 11.77734375, 102.48046875 11.865234375, 102.568359375 11.865234375, 102.568359375 11.77734375, 102.48046875 11.77734375))
24166525	POLYGON ((102.568359375 11.77734375, 102.568359375 11.865234375, 102.65625 11.865234375, 102.65625 11.77734375, 102.568359375 11.77734375))
24155502	POLYGON ((100.72265625 11.865234375, 100.72265625 11.953125, 100.810546875 11.953125, 100.810546875 11.865234375, 100.72265625 11.865234375))
24166522	POLYGON ((102.3046875 11.865234375, 102.3046875 11.953125, 102.392578125 11.953125, 102.392578125 11.865234375, 102.3046875 11.865234375))
24166523	POLYGON ((102.392578125 11.865234375, 102.392578125 11.953125, 102.48046875 11.953125, 102.48046875 11.865234375, 102.392578125 11.865234375))
24166526	POLYGON ((102.48046875 11.865234375, 102.48046875 11.953125, 102.568359375 11.953125, 102.568359375 11.865234375, 102.48046875 11.865234375))
24166527	POLYGON ((102.568359375 11.865234375, 102.568359375 11.953125, 102.65625 11.953125, 102.65625 11.865234375, 102.568359375 11.865234375))
24155588	POLYGON ((100.72265625 11.953125, 100.72265625 12.041015625, 100.810546875 12.041015625, 100.810546875 11.953125, 100.72265625 11.953125))
24166596	POLYGON ((102.12890625 11.953125, 102.12890625 12.041015625, 102.216796875 12.041015625, 102.216796875 11.953125, 102.12890625 11.953125))
24166597	POLYGON ((102.216796875 11.953125, 102.216796875 12.041015625, 102.3046875 12.041015625, 102.3046875 11.953125, 102.216796875 11.953125))
24166608	POLYGON ((102.3046875 11.953125, 102.3046875 12.041015625, 102.392578125 12.041015625, 102.392578125 11.953125, 102.3046875 11.953125))
24166609	POLYGON ((102.392578125 11.953125, 102.392578125 12.041015625, 102.48046875 12.041015625, 102.48046875 11.953125, 102.392578125 11.953125))
24166612	POLYGON ((102.48046875 11.953125, 102.48046875 12.041015625, 102.568359375 12.041015625, 102.568359375 11.953125, 102.48046875 11.953125))
24166613	POLYGON ((102.568359375 11.953125, 102.568359375 12.041015625, 102.65625 12.041015625, 102.65625 11.953125, 102.568359375 11.953125))
24155590	POLYGON ((100.72265625 12.041015625, 100.72265625 12.12890625, 100.810546875 12.12890625, 100.810546875 12.041015625, 100.72265625 12.041015625))
24166595	POLYGON ((102.041015625 12.041015625, 102.041015625 12.12890625, 102.12890625 12.12890625, 102.12890625 12.041015625, 102.041015625 12.041015625))
24166598	POLYGON ((102.12890625 12.041015625, 102.12890625 12.12890625, 102.216796875 12.12890625, 102.216796875 12.041015625, 102.12890625 12.041015625))
24166610	POLYGON ((102.3046875 12.041015625, 102.3046875 12.12890625, 102.392578125 12.12890625, 102.392578125 12.041015625, 102.3046875 12.041015625))
24166611	POLYGON ((102.392578125 12.041015625, 102.392578125 12.12890625, 102.48046875 12.12890625, 102.48046875 12.041015625, 102.392578125 12.041015625))
24166614	POLYGON ((102.48046875 12.041015625, 102.48046875 12.12890625, 102.568359375 12.12890625, 102.568359375 12.041015625, 102.48046875 12.041015625))
24155596	POLYGON ((100.72265625 12.12890625, 100.72265625 12.216796875, 100.810546875 12.216796875, 100.810546875 12.12890625, 100.72265625 12.12890625))
24155597	POLYGON ((100.810546875 12.12890625, 100.810546875 12.216796875, 100.8984375 12.216796875, 100.8984375 12.12890625, 100.810546875 12.12890625))
24166600	POLYGON ((101.953125 12.12890625, 101.953125 12.216796875, 102.041015625 12.216796875, 102.041015625 12.12890625, 101.953125 12.12890625))
24166601	POLYGON ((102.041015625 12.12890625, 102.041015625 12.216796875, 102.12890625 12.216796875, 102.12890625 12.12890625, 102.041015625 12.12890625))
24166604	POLYGON ((102.12890625 12.12890625, 102.12890625 12.216796875, 102.216796875 12.216796875, 102.216796875 12.12890625, 102.12890625 12.12890625))
24166605	POLYGON ((102.216796875 12.12890625, 102.216796875 12.216796875, 102.3046875 12.216796875, 102.3046875 12.12890625, 102.216796875 12.12890625))
24166616	POLYGON ((102.3046875 12.12890625, 102.3046875 12.216796875, 102.392578125 12.216796875, 102.392578125 12.12890625, 102.3046875 12.12890625))
24166617	POLYGON ((102.392578125 12.12890625, 102.392578125 12.216796875, 102.48046875 12.216796875, 102.48046875 12.12890625, 102.392578125 12.12890625))
24155599	POLYGON ((100.810546875 12.216796875, 100.810546875 12.3046875, 100.8984375 12.3046875, 100.8984375 12.216796875, 100.810546875 12.216796875))
24166558	POLYGON ((101.77734375 12.216796875, 101.77734375 12.3046875, 101.865234375 12.3046875, 101.865234375 12.216796875, 101.77734375 12.216796875))
24166559	POLYGON ((101.865234375 12.216796875, 101.865234375 12.3046875, 101.953125 12.3046875, 101.953125 12.216796875, 101.865234375 12.216796875))
24166602	POLYGON ((101.953125 12.216796875, 101.953125 12.3046875, 102.041015625 12.3046875, 102.041015625 12.216796875, 101.953125 12.216796875))
24166603	POLYGON ((102.041015625 12.216796875, 102.041015625 12.3046875, 102.12890625 12.3046875, 102.12890625 12.216796875, 102.041015625 12.216796875))
24166606	POLYGON ((102.12890625 12.216796875, 102.12890625 12.3046875, 102.216796875 12.3046875, 102.216796875 12.216796875, 102.12890625 12.216796875))
24155621	POLYGON ((100.810546875 12.3046875, 100.810546875 12.392578125, 100.8984375 12.392578125, 100.8984375 12.3046875, 100.810546875 12.3046875))
24166577	POLYGON ((101.689453125 12.3046875, 101.689453125 12.392578125, 101.77734375 12.392578125, 101.77734375 12.3046875, 101.689453125 12.3046875))
24166580	POLYGON ((101.77734375 12.3046875, 101.77734375 12.392578125, 101.865234375 12.392578125, 101.865234375 12.3046875, 101.77734375 12.3046875))
24166581	POLYGON ((101.865234375 12.3046875, 101.865234375 12.392578125, 101.953125 12.392578125, 101.953125 12.3046875, 101.865234375 12.3046875))
24166624	POLYGON ((101.953125 12.3046875, 101.953125 12.392578125, 102.041015625 12.392578125, 102.041015625 12.3046875, 101.953125 12.3046875))
24166629	POLYGON ((102.216796875 12.3046875, 102.216796875 12.392578125, 102.3046875 12.392578125, 102.3046875 12.3046875, 102.216796875 12.3046875))
24155623	POLYGON ((100.810546875 12.392578125, 100.810546875 12.48046875, 100.8984375 12.48046875, 100.8984375 12.392578125, 100.810546875 12.392578125))
24166567	POLYGON ((101.513671875 12.392578125, 101.513671875 12.48046875, 101.6015625 12.48046875, 101.6015625 12.392578125, 101.513671875 12.392578125))
24166578	POLYGON ((101.6015625 12.392578125, 101.6015625 12.48046875, 101.689453125 12.48046875, 101.689453125 12.392578125, 101.6015625 12.392578125))
24166579	POLYGON ((101.689453125 12.392578125, 101.689453125 12.48046875, 101.77734375 12.48046875, 101.77734375 12.392578125, 101.689453125 12.392578125))
24166582	POLYGON ((101.77734375 12.392578125, 101.77734375 12.48046875, 101.865234375 12.48046875, 101.865234375 12.392578125, 101.77734375 12.392578125))
24166630	POLYGON ((102.12890625 12.392578125, 102.12890625 12.48046875, 102.216796875 12.48046875, 102.216796875 12.392578125, 102.12890625 12.392578125))
24166631	POLYGON ((102.216796875 12.392578125, 102.216796875 12.48046875, 102.3046875 12.48046875, 102.3046875 12.392578125, 102.216796875 12.392578125))
24155561	POLYGON ((99.931640625 12.48046875, 99.931640625 12.568359375, 100.01953125 12.568359375, 100.01953125 12.48046875, 99.931640625 12.48046875))
24155564	POLYGON ((100.01953125 12.48046875, 100.01953125 12.568359375, 100.107421875 12.568359375, 100.107421875 12.48046875, 100.01953125 12.48046875))
24155629	POLYGON ((100.810546875 12.48046875, 100.810546875 12.568359375, 100.8984375 12.568359375, 100.8984375 12.48046875, 100.810546875 12.48046875))
24155640	POLYGON ((100.8984375 12.48046875, 100.8984375 12.568359375, 100.986328125 12.568359375, 100.986328125 12.48046875, 100.8984375 12.48046875))
24166572	POLYGON ((101.42578125 12.48046875, 101.42578125 12.568359375, 101.513671875 12.568359375, 101.513671875 12.48046875, 101.42578125 12.48046875))
24166573	POLYGON ((101.513671875 12.48046875, 101.513671875 12.568359375, 101.6015625 12.568359375, 101.6015625 12.48046875, 101.513671875 12.48046875))
24166584	POLYGON ((101.6015625 12.48046875, 101.6015625 12.568359375, 101.689453125 12.568359375, 101.689453125 12.48046875, 101.6015625 12.48046875))
24155566	POLYGON ((100.01953125 12.568359375, 100.01953125 12.65625, 100.107421875 12.65625, 100.107421875 12.568359375, 100.01953125 12.568359375))
24155567	POLYGON ((100.107421875 12.568359375, 100.107421875 12.65625, 100.1953125 12.65625, 100.1953125 12.568359375, 100.107421875 12.568359375))
24155578	POLYGON ((100.1953125 12.568359375, 100.1953125 12.65625, 100.283203125 12.65625, 100.283203125 12.568359375, 100.1953125 12.568359375))
24155642	POLYGON ((100.8984375 12.568359375, 100.8984375 12.65625, 100.986328125 12.65625, 100.986328125 12.568359375, 100.8984375 12.568359375))
24166574	POLYGON ((101.42578125 12.568359375, 101.42578125 12.65625, 101.513671875 12.65625, 101.513671875 12.568359375, 101.42578125 12.568359375))
24166586	POLYGON ((101.6015625 12.568359375, 101.6015625 12.65625, 101.689453125 12.65625, 101.689453125 12.568359375, 101.6015625 12.568359375))
24155920	POLYGON ((100.1953125 12.65625, 100.1953125 12.744140625, 100.283203125 12.744140625, 100.283203125 12.65625, 100.1953125 12.65625))
24155921	POLYGON ((100.283203125 12.65625, 100.283203125 12.744140625, 100.37109375 12.744140625, 100.37109375 12.65625, 100.283203125 12.65625))
24155924	POLYGON ((100.37109375 12.65625, 100.37109375 12.744140625, 100.458984375 12.744140625, 100.458984375 12.65625, 100.37109375 12.65625))
24155926	POLYGON ((100.37109375 12.744140625, 100.37109375 12.83203125, 100.458984375 12.83203125, 100.458984375 12.744140625, 100.37109375 12.744140625))
24155927	POLYGON ((100.458984375 12.744140625, 100.458984375 12.83203125, 100.546875 12.83203125, 100.546875 12.744140625, 100.458984375 12.744140625))
24155970	POLYGON ((100.546875 12.744140625, 100.546875 12.83203125, 100.634765625 12.83203125, 100.634765625 12.744140625, 100.546875 12.744140625))
24155976	POLYGON ((100.546875 12.83203125, 100.546875 12.919921875, 100.634765625 12.919921875, 100.634765625 12.83203125, 100.546875 12.83203125))
24155977	POLYGON ((100.634765625 12.83203125, 100.634765625 12.919921875, 100.72265625 12.919921875, 100.72265625 12.83203125, 100.634765625 12.83203125))
24155980	POLYGON ((100.72265625 12.83203125, 100.72265625 12.919921875, 100.810546875 12.919921875, 100.810546875 12.83203125, 100.72265625 12.83203125))
24155981	POLYGON ((100.810546875 12.83203125, 100.810546875 12.919921875, 100.8984375 12.919921875, 100.8984375 12.83203125, 100.810546875 12.83203125))
24155982	POLYGON ((100.72265625 12.919921875, 100.72265625 13.0078125, 100.810546875 13.0078125, 100.810546875 12.919921875, 100.72265625 12.919921875))
24155983	POLYGON ((100.810546875 12.919921875, 100.810546875 13.0078125, 100.8984375 13.0078125, 100.8984375 12.919921875, 100.810546875 12.919921875))
24156007	POLYGON ((100.810546875 13.095703125, 100.810546875 13.18359375, 100.8984375 13.18359375, 100.8984375 13.095703125, 100.810546875 13.095703125))
24156018	POLYGON ((100.8984375 13.095703125, 100.8984375 13.18359375, 100.986328125 13.18359375, 100.986328125 13.095703125, 100.8984375 13.095703125))
24156033	POLYGON ((99.931640625 13.359375, 99.931640625 13.447265625, 100.01953125 13.447265625, 100.01953125 13.359375, 99.931640625 13.359375))
24156050	POLYGON ((100.1953125 13.447265625, 100.1953125 13.53515625, 100.283203125 13.53515625, 100.283203125 13.447265625, 100.1953125 13.447265625))
24155869	POLYGON ((99.755859375 13.53515625, 99.755859375 13.623046875, 99.84375 13.623046875, 99.84375 13.53515625, 99.755859375 13.53515625))
24156056	POLYGON ((100.1953125 13.53515625, 100.1953125 13.623046875, 100.283203125 13.623046875, 100.283203125 13.53515625, 100.1953125 13.53515625))
24156062	POLYGON ((100.37109375 13.623046875, 100.37109375 13.7109375, 100.458984375 13.7109375, 100.458984375 13.623046875, 100.37109375 13.623046875))
24156063	POLYGON ((100.458984375 13.623046875, 100.458984375 13.7109375, 100.546875 13.7109375, 100.546875 13.623046875, 100.458984375 13.623046875))
24156106	POLYGON ((100.546875 13.623046875, 100.546875 13.7109375, 100.634765625 13.7109375, 100.634765625 13.623046875, 100.546875 13.623046875))
24156084	POLYGON ((100.37109375 13.7109375, 100.37109375 13.798828125, 100.458984375 13.798828125, 100.458984375 13.7109375, 100.37109375 13.7109375))
24156085	POLYGON ((100.458984375 13.7109375, 100.458984375 13.798828125, 100.546875 13.798828125, 100.546875 13.7109375, 100.458984375 13.7109375))
24156128	POLYGON ((100.546875 13.7109375, 100.546875 13.798828125, 100.634765625 13.798828125, 100.634765625 13.7109375, 100.546875 13.7109375))
24156129	POLYGON ((100.634765625 13.7109375, 100.634765625 13.798828125, 100.72265625 13.798828125, 100.72265625 13.7109375, 100.634765625 13.7109375))
24156087	POLYGON ((100.458984375 13.798828125, 100.458984375 13.88671875, 100.546875 13.88671875, 100.546875 13.798828125, 100.458984375 13.798828125))
24156131	POLYGON ((100.634765625 13.798828125, 100.634765625 13.88671875, 100.72265625 13.88671875, 100.72265625 13.798828125, 100.634765625 13.798828125))
24156134	POLYGON ((100.72265625 13.798828125, 100.72265625 13.88671875, 100.810546875 13.88671875, 100.810546875 13.798828125, 100.72265625 13.798828125))
24156093	POLYGON ((100.458984375 13.88671875, 100.458984375 13.974609375, 100.546875 13.974609375, 100.546875 13.88671875, 100.458984375 13.88671875))
24155898	POLYGON ((99.4921875 13.974609375, 99.4921875 14.0625, 99.580078125 14.0625, 99.580078125 13.974609375, 99.4921875 13.974609375))
24157506	POLYGON ((100.546875 14.150390625, 100.546875 14.23828125, 100.634765625 14.23828125, 100.634765625 14.150390625, 100.546875 14.150390625))
24157514	POLYGON ((100.546875 14.326171875, 100.546875 14.4140625, 100.634765625 14.4140625, 100.634765625 14.326171875, 100.546875 14.326171875))
24157282	POLYGON ((99.140625 14.501953125, 99.140625 14.58984375, 99.228515625 14.58984375, 99.228515625 14.501953125, 99.140625 14.501953125))
24157244	POLYGON ((98.96484375 14.58984375, 98.96484375 14.677734375, 99.052734375 14.677734375, 99.052734375 14.58984375, 98.96484375 14.58984375))
24157245	POLYGON ((99.052734375 14.58984375, 99.052734375 14.677734375, 99.140625 14.677734375, 99.140625 14.58984375, 99.052734375 14.58984375))
24170165	POLYGON ((104.677734375 16.5234375, 104.677734375 16.611328125, 104.765625 16.611328125, 104.765625 16.5234375, 104.677734375 16.5234375))
24175714	POLYGON ((104.765625 17.314453125, 104.765625 17.40234375, 104.853515625 17.40234375, 104.853515625 17.314453125, 104.765625 17.314453125))
24175720	POLYGON ((104.765625 17.40234375, 104.765625 17.490234375, 104.853515625 17.490234375, 104.853515625 17.40234375, 104.765625 17.40234375))
24163811	POLYGON ((100.634765625 18.017578125, 100.634765625 18.10546875, 100.72265625 18.10546875, 100.72265625 18.017578125, 100.634765625 18.017578125))
24165692	POLYGON ((100.37109375 20.21484375, 100.37109375 20.302734375, 100.458984375 20.302734375, 100.458984375 20.21484375, 100.37109375 20.21484375))
