quadkey	wkt
24166649	POLYGON ((102.392578125 12.48046875, 102.392578125 12.568359375, 102.48046875 12.568359375, 102.48046875 12.48046875, 102.392578125 12.48046875))
24166652	POLYGON ((102.48046875 12.48046875, 102.48046875 12.568359375, 102.568359375 12.568359375, 102.568359375 12.48046875, 102.48046875 12.48046875))
24166653	POLYGON ((102.568359375 12.48046875, 102.568359375 12.568359375, 102.65625 12.568359375, 102.65625 12.48046875, 102.568359375 12.48046875))
24166824	POLYGON ((102.65625 12.48046875, 102.65625 12.568359375, 102.744140625 12.568359375, 102.744140625 12.48046875, 102.65625 12.48046875))
24155374	POLYGON ((99.31640625 12.568359375, 99.31640625 12.65625, 99.404296875 12.65625, 99.404296875 12.568359375, 99.31640625 12.568359375))
24155375	POLYGON ((99.404296875 12.568359375, 99.404296875 12.65625, 99.4921875 12.65625, 99.4921875 12.568359375, 99.404296875 12.568359375))
24155386	POLYGON ((99.4921875 12.568359375, 99.4921875 12.65625, 99.580078125 12.65625, 99.580078125 12.568359375, 99.4921875 12.568359375))
24155387	POLYGON ((99.580078125 12.568359375, 99.580078125 12.65625, 99.66796875 12.65625, 99.66796875 12.568359375, 99.580078125 12.568359375))
24155390	POLYGON ((99.66796875 12.568359375, 99.66796875 12.65625, 99.755859375 12.65625, 99.755859375 12.568359375, 99.66796875 12.568359375))
24155391	POLYGON ((99.755859375 12.568359375, 99.755859375 12.65625, 99.84375 12.65625, 99.84375 12.568359375, 99.755859375 12.568359375))
24155562	POLYGON ((99.84375 12.568359375, 99.84375 12.65625, 99.931640625 12.65625, 99.931640625 12.568359375, 99.84375 12.568359375))
24155563	POLYGON ((99.931640625 12.568359375, 99.931640625 12.65625, 100.01953125 12.65625, 100.01953125 12.568359375, 99.931640625 12.568359375))
24155631	POLYGON ((100.810546875 12.568359375, 100.810546875 12.65625, 100.8984375 12.65625, 100.8984375 12.568359375, 100.810546875 12.568359375))
24155642	POLYGON ((100.8984375 12.568359375, 100.8984375 12.65625, 100.986328125 12.65625, 100.986328125 12.568359375, 100.8984375 12.568359375))
24155643	POLYGON ((100.986328125 12.568359375, 100.986328125 12.65625, 101.07421875 12.65625, 101.07421875 12.568359375, 100.986328125 12.568359375))
24155646	POLYGON ((101.07421875 12.568359375, 101.07421875 12.65625, 101.162109375 12.65625, 101.162109375 12.568359375, 101.07421875 12.568359375))
24155647	POLYGON ((101.162109375 12.568359375, 101.162109375 12.65625, 101.25 12.65625, 101.25 12.568359375, 101.162109375 12.568359375))
24166570	POLYGON ((101.25 12.568359375, 101.25 12.65625, 101.337890625 12.65625, 101.337890625 12.568359375, 101.25 12.568359375))
24166571	POLYGON ((101.337890625 12.568359375, 101.337890625 12.65625, 101.42578125 12.65625, 101.42578125 12.568359375, 101.337890625 12.568359375))
24166574	POLYGON ((101.42578125 12.568359375, 101.42578125 12.65625, 101.513671875 12.65625, 101.513671875 12.568359375, 101.42578125 12.568359375))
24166575	POLYGON ((101.513671875 12.568359375, 101.513671875 12.65625, 101.6015625 12.65625, 101.6015625 12.568359375, 101.513671875 12.568359375))
24166586	POLYGON ((101.6015625 12.568359375, 101.6015625 12.65625, 101.689453125 12.65625, 101.689453125 12.568359375, 101.6015625 12.568359375))
24166587	POLYGON ((101.689453125 12.568359375, 101.689453125 12.65625, 101.77734375 12.65625, 101.77734375 12.568359375, 101.689453125 12.568359375))
24166590	POLYGON ((101.77734375 12.568359375, 101.77734375 12.65625, 101.865234375 12.65625, 101.865234375 12.568359375, 101.77734375 12.568359375))
24166591	POLYGON ((101.865234375 12.568359375, 101.865234375 12.65625, 101.953125 12.65625, 101.953125 12.568359375, 101.865234375 12.568359375))
24166634	POLYGON ((101.953125 12.568359375, 101.953125 12.65625, 102.041015625 12.65625, 102.041015625 12.568359375, 101.953125 12.568359375))
24166635	POLYGON ((102.041015625 12.568359375, 102.041015625 12.65625, 102.12890625 12.65625, 102.12890625 12.568359375, 102.041015625 12.568359375))
24166638	POLYGON ((102.12890625 12.568359375, 102.12890625 12.65625, 102.216796875 12.65625, 102.216796875 12.568359375, 102.12890625 12.568359375))
24166639	POLYGON ((102.216796875 12.568359375, 102.216796875 12.65625, 102.3046875 12.65625, 102.3046875 12.568359375, 102.216796875 12.568359375))
24166650	POLYGON ((102.3046875 12.568359375, 102.3046875 12.65625, 102.392578125 12.65625, 102.392578125 12.568359375, 102.3046875 12.568359375))
24166651	POLYGON ((102.392578125 12.568359375, 102.392578125 12.65625, 102.48046875 12.65625, 102.48046875 12.568359375, 102.392578125 12.568359375))
24166654	POLYGON ((102.48046875 12.568359375, 102.48046875 12.65625, 102.568359375 12.65625, 102.568359375 12.568359375, 102.48046875 12.568359375))
24166655	POLYGON ((102.568359375 12.568359375, 102.568359375 12.65625, 102.65625 12.65625, 102.65625 12.568359375, 102.568359375 12.568359375))
24166826	POLYGON ((102.65625 12.568359375, 102.65625 12.65625, 102.744140625 12.65625, 102.744140625 12.568359375, 102.65625 12.568359375))
24155713	POLYGON ((99.228515625 12.65625, 99.228515625 12.744140625, 99.31640625 12.744140625, 99.31640625 12.65625, 99.228515625 12.65625))
24155716	POLYGON ((99.31640625 12.65625, 99.31640625 12.744140625, 99.404296875 12.744140625, 99.404296875 12.65625, 99.31640625 12.65625))
24155717	POLYGON ((99.404296875 12.65625, 99.404296875 12.744140625, 99.4921875 12.744140625, 99.4921875 12.65625, 99.404296875 12.65625))
24155728	POLYGON ((99.4921875 12.65625, 99.4921875 12.744140625, 99.580078125 12.744140625, 99.580078125 12.65625, 99.4921875 12.65625))
24155729	POLYGON ((99.580078125 12.65625, 99.580078125 12.744140625, 99.66796875 12.744140625, 99.66796875 12.65625, 99.580078125 12.65625))
24155732	POLYGON ((99.66796875 12.65625, 99.66796875 12.744140625, 99.755859375 12.744140625, 99.755859375 12.65625, 99.66796875 12.65625))
24155733	POLYGON ((99.755859375 12.65625, 99.755859375 12.744140625, 99.84375 12.744140625, 99.84375 12.65625, 99.755859375 12.65625))
24155904	POLYGON ((99.84375 12.65625, 99.84375 12.744140625, 99.931640625 12.744140625, 99.931640625 12.65625, 99.84375 12.65625))
24155905	POLYGON ((99.931640625 12.65625, 99.931640625 12.744140625, 100.01953125 12.744140625, 100.01953125 12.65625, 99.931640625 12.65625))
24155972	POLYGON ((100.72265625 12.65625, 100.72265625 12.744140625, 100.810546875 12.744140625, 100.810546875 12.65625, 100.72265625 12.65625))
24155973	POLYGON ((100.810546875 12.65625, 100.810546875 12.744140625, 100.8984375 12.744140625, 100.8984375 12.65625, 100.810546875 12.65625))
24155984	POLYGON ((100.8984375 12.65625, 100.8984375 12.744140625, 100.986328125 12.744140625, 100.986328125 12.65625, 100.8984375 12.65625))
24155985	POLYGON ((100.986328125 12.65625, 100.986328125 12.744140625, 101.07421875 12.744140625, 101.07421875 12.65625, 100.986328125 12.65625))
24155988	POLYGON ((101.07421875 12.65625, 101.07421875 12.744140625, 101.162109375 12.744140625, 101.162109375 12.65625, 101.07421875 12.65625))
24155989	POLYGON ((101.162109375 12.65625, 101.162109375 12.744140625, 101.25 12.744140625, 101.25 12.65625, 101.162109375 12.65625))
24166912	POLYGON ((101.25 12.65625, 101.25 12.744140625, 101.337890625 12.744140625, 101.337890625 12.65625, 101.25 12.65625))
24166913	POLYGON ((101.337890625 12.65625, 101.337890625 12.744140625, 101.42578125 12.744140625, 101.42578125 12.65625, 101.337890625 12.65625))
24166916	POLYGON ((101.42578125 12.65625, 101.42578125 12.744140625, 101.513671875 12.744140625, 101.513671875 12.65625, 101.42578125 12.65625))
24166917	POLYGON ((101.513671875 12.65625, 101.513671875 12.744140625, 101.6015625 12.744140625, 101.6015625 12.65625, 101.513671875 12.65625))
24166928	POLYGON ((101.6015625 12.65625, 101.6015625 12.744140625, 101.689453125 12.744140625, 101.689453125 12.65625, 101.6015625 12.65625))
24166929	POLYGON ((101.689453125 12.65625, 101.689453125 12.744140625, 101.77734375 12.744140625, 101.77734375 12.65625, 101.689453125 12.65625))
24166932	POLYGON ((101.77734375 12.65625, 101.77734375 12.744140625, 101.865234375 12.744140625, 101.865234375 12.65625, 101.77734375 12.65625))
24166933	POLYGON ((101.865234375 12.65625, 101.865234375 12.744140625, 101.953125 12.744140625, 101.953125 12.65625, 101.865234375 12.65625))
24166976	POLYGON ((101.953125 12.65625, 101.953125 12.744140625, 102.041015625 12.744140625, 102.041015625 12.65625, 101.953125 12.65625))
24166977	POLYGON ((102.041015625 12.65625, 102.041015625 12.744140625, 102.12890625 12.744140625, 102.12890625 12.65625, 102.041015625 12.65625))
24166980	POLYGON ((102.12890625 12.65625, 102.12890625 12.744140625, 102.216796875 12.744140625, 102.216796875 12.65625, 102.12890625 12.65625))
24166981	POLYGON ((102.216796875 12.65625, 102.216796875 12.744140625, 102.3046875 12.744140625, 102.3046875 12.65625, 102.216796875 12.65625))
24166992	POLYGON ((102.3046875 12.65625, 102.3046875 12.744140625, 102.392578125 12.744140625, 102.392578125 12.65625, 102.3046875 12.65625))
24166993	POLYGON ((102.392578125 12.65625, 102.392578125 12.744140625, 102.48046875 12.744140625, 102.48046875 12.65625, 102.392578125 12.65625))
24166996	POLYGON ((102.48046875 12.65625, 102.48046875 12.744140625, 102.568359375 12.744140625, 102.568359375 12.65625, 102.48046875 12.65625))
24166997	POLYGON ((102.568359375 12.65625, 102.568359375 12.744140625, 102.65625 12.744140625, 102.65625 12.65625, 102.568359375 12.65625))
24155714	POLYGON ((99.140625 12.744140625, 99.140625 12.83203125, 99.228515625 12.83203125, 99.228515625 12.744140625, 99.140625 12.744140625))
24155715	POLYGON ((99.228515625 12.744140625, 99.228515625 12.83203125, 99.31640625 12.83203125, 99.31640625 12.744140625, 99.228515625 12.744140625))
24155718	POLYGON ((99.31640625 12.744140625, 99.31640625 12.83203125, 99.404296875 12.83203125, 99.404296875 12.744140625, 99.31640625 12.744140625))
24155719	POLYGON ((99.404296875 12.744140625, 99.404296875 12.83203125, 99.4921875 12.83203125, 99.4921875 12.744140625, 99.404296875 12.744140625))
24155730	POLYGON ((99.4921875 12.744140625, 99.4921875 12.83203125, 99.580078125 12.83203125, 99.580078125 12.744140625, 99.4921875 12.744140625))
24155731	POLYGON ((99.580078125 12.744140625, 99.580078125 12.83203125, 99.66796875 12.83203125, 99.66796875 12.744140625, 99.580078125 12.744140625))
24155734	POLYGON ((99.66796875 12.744140625, 99.66796875 12.83203125, 99.755859375 12.83203125, 99.755859375 12.744140625, 99.66796875 12.744140625))
24155735	POLYGON ((99.755859375 12.744140625, 99.755859375 12.83203125, 99.84375 12.83203125, 99.84375 12.744140625, 99.755859375 12.744140625))
24155906	POLYGON ((99.84375 12.744140625, 99.84375 12.83203125, 99.931640625 12.83203125, 99.931640625 12.744140625, 99.84375 12.744140625))
24155907	POLYGON ((99.931640625 12.744140625, 99.931640625 12.83203125, 100.01953125 12.83203125, 100.01953125 12.744140625, 99.931640625 12.744140625))
24155971	POLYGON ((100.634765625 12.744140625, 100.634765625 12.83203125, 100.72265625 12.83203125, 100.72265625 12.744140625, 100.634765625 12.744140625))
24155974	POLYGON ((100.72265625 12.744140625, 100.72265625 12.83203125, 100.810546875 12.83203125, 100.810546875 12.744140625, 100.72265625 12.744140625))
24155975	POLYGON ((100.810546875 12.744140625, 100.810546875 12.83203125, 100.8984375 12.83203125, 100.8984375 12.744140625, 100.810546875 12.744140625))
24155986	POLYGON ((100.8984375 12.744140625, 100.8984375 12.83203125, 100.986328125 12.83203125, 100.986328125 12.744140625, 100.8984375 12.744140625))
24155987	POLYGON ((100.986328125 12.744140625, 100.986328125 12.83203125, 101.07421875 12.83203125, 101.07421875 12.744140625, 100.986328125 12.744140625))
24155990	POLYGON ((101.07421875 12.744140625, 101.07421875 12.83203125, 101.162109375 12.83203125, 101.162109375 12.744140625, 101.07421875 12.744140625))
24155991	POLYGON ((101.162109375 12.744140625, 101.162109375 12.83203125, 101.25 12.83203125, 101.25 12.744140625, 101.162109375 12.744140625))
24166914	POLYGON ((101.25 12.744140625, 101.25 12.83203125, 101.337890625 12.83203125, 101.337890625 12.744140625, 101.25 12.744140625))
24166915	POLYGON ((101.337890625 12.744140625, 101.337890625 12.83203125, 101.42578125 12.83203125, 101.42578125 12.744140625, 101.337890625 12.744140625))
24166918	POLYGON ((101.42578125 12.744140625, 101.42578125 12.83203125, 101.513671875 12.83203125, 101.513671875 12.744140625, 101.42578125 12.744140625))
24166919	POLYGON ((101.513671875 12.744140625, 101.513671875 12.83203125, 101.6015625 12.83203125, 101.6015625 12.744140625, 101.513671875 12.744140625))
24166930	POLYGON ((101.6015625 12.744140625, 101.6015625 12.83203125, 101.689453125 12.83203125, 101.689453125 12.744140625, 101.6015625 12.744140625))
24166931	POLYGON ((101.689453125 12.744140625, 101.689453125 12.83203125, 101.77734375 12.83203125, 101.77734375 12.744140625, 101.689453125 12.744140625))
24166934	POLYGON ((101.77734375 12.744140625, 101.77734375 12.83203125, 101.865234375 12.83203125, 101.865234375 12.744140625, 101.77734375 12.744140625))
24166935	POLYGON ((101.865234375 12.744140625, 101.865234375 12.83203125, 101.953125 12.83203125, 101.953125 12.744140625, 101.865234375 12.744140625))
24166978	POLYGON ((101.953125 12.744140625, 101.953125 12.83203125, 102.041015625 12.83203125, 102.041015625 12.744140625, 101.953125 12.744140625))
24166979	POLYGON ((102.041015625 12.744140625, 102.041015625 12.83203125, 102.12890625 12.83203125, 102.12890625 12.744140625, 102.041015625 12.744140625))
24166982	POLYGON ((102.12890625 12.744140625, 102.12890625 12.83203125, 102.216796875 12.83203125, 102.216796875 12.744140625, 102.12890625 12.744140625))
24166983	POLYGON ((102.216796875 12.744140625, 102.216796875 12.83203125, 102.3046875 12.83203125, 102.3046875 12.744140625, 102.216796875 12.744140625))
24166994	POLYGON ((102.3046875 12.744140625, 102.3046875 12.83203125, 102.392578125 12.83203125, 102.392578125 12.744140625, 102.3046875 12.744140625))
24166995	POLYGON ((102.392578125 12.744140625, 102.392578125 12.83203125, 102.48046875 12.83203125, 102.48046875 12.744140625, 102.392578125 12.744140625))
24166998	POLYGON ((102.48046875 12.744140625, 102.48046875 12.83203125, 102.568359375 12.83203125, 102.568359375 12.744140625, 102.48046875 12.744140625))
24155720	POLYGON ((99.140625 12.83203125, 99.140625 12.919921875, 99.228515625 12.919921875, 99.228515625 12.83203125, 99.140625 12.83203125))
24155721	POLYGON ((99.228515625 12.83203125, 99.228515625 12.919921875, 99.31640625 12.919921875, 99.31640625 12.83203125, 99.228515625 12.83203125))
24155724	POLYGON ((99.31640625 12.83203125, 99.31640625 12.919921875, 99.404296875 12.919921875, 99.404296875 12.83203125, 99.31640625 12.83203125))
24155725	POLYGON ((99.404296875 12.83203125, 99.404296875 12.919921875, 99.4921875 12.919921875, 99.4921875 12.83203125, 99.404296875 12.83203125))
24155736	POLYGON ((99.4921875 12.83203125, 99.4921875 12.919921875, 99.580078125 12.919921875, 99.580078125 12.83203125, 99.4921875 12.83203125))
24155737	POLYGON ((99.580078125 12.83203125, 99.580078125 12.919921875, 99.66796875 12.919921875, 99.66796875 12.83203125, 99.580078125 12.83203125))
24155740	POLYGON ((99.66796875 12.83203125, 99.66796875 12.919921875, 99.755859375 12.919921875, 99.755859375 12.83203125, 99.66796875 12.83203125))
24155741	POLYGON ((99.755859375 12.83203125, 99.755859375 12.919921875, 99.84375 12.919921875, 99.84375 12.83203125, 99.755859375 12.83203125))
24155912	POLYGON ((99.84375 12.83203125, 99.84375 12.919921875, 99.931640625 12.919921875, 99.931640625 12.83203125, 99.84375 12.83203125))
24155913	POLYGON ((99.931640625 12.83203125, 99.931640625 12.919921875, 100.01953125 12.919921875, 100.01953125 12.83203125, 99.931640625 12.83203125))
24155916	POLYGON ((100.01953125 12.83203125, 100.01953125 12.919921875, 100.107421875 12.919921875, 100.107421875 12.83203125, 100.01953125 12.83203125))
24155977	POLYGON ((100.634765625 12.83203125, 100.634765625 12.919921875, 100.72265625 12.919921875, 100.72265625 12.83203125, 100.634765625 12.83203125))
24155980	POLYGON ((100.72265625 12.83203125, 100.72265625 12.919921875, 100.810546875 12.919921875, 100.810546875 12.83203125, 100.72265625 12.83203125))
24155981	POLYGON ((100.810546875 12.83203125, 100.810546875 12.919921875, 100.8984375 12.919921875, 100.8984375 12.83203125, 100.810546875 12.83203125))
24155992	POLYGON ((100.8984375 12.83203125, 100.8984375 12.919921875, 100.986328125 12.919921875, 100.986328125 12.83203125, 100.8984375 12.83203125))
24155993	POLYGON ((100.986328125 12.83203125, 100.986328125 12.919921875, 101.07421875 12.919921875, 101.07421875 12.83203125, 100.986328125 12.83203125))
24155996	POLYGON ((101.07421875 12.83203125, 101.07421875 12.919921875, 101.162109375 12.919921875, 101.162109375 12.83203125, 101.07421875 12.83203125))
24155997	POLYGON ((101.162109375 12.83203125, 101.162109375 12.919921875, 101.25 12.919921875, 101.25 12.83203125, 101.162109375 12.83203125))
24166920	POLYGON ((101.25 12.83203125, 101.25 12.919921875, 101.337890625 12.919921875, 101.337890625 12.83203125, 101.25 12.83203125))
24166921	POLYGON ((101.337890625 12.83203125, 101.337890625 12.919921875, 101.42578125 12.919921875, 101.42578125 12.83203125, 101.337890625 12.83203125))
24166924	POLYGON ((101.42578125 12.83203125, 101.42578125 12.919921875, 101.513671875 12.919921875, 101.513671875 12.83203125, 101.42578125 12.83203125))
24166925	POLYGON ((101.513671875 12.83203125, 101.513671875 12.919921875, 101.6015625 12.919921875, 101.6015625 12.83203125, 101.513671875 12.83203125))
24166936	POLYGON ((101.6015625 12.83203125, 101.6015625 12.919921875, 101.689453125 12.919921875, 101.689453125 12.83203125, 101.6015625 12.83203125))
24166937	POLYGON ((101.689453125 12.83203125, 101.689453125 12.919921875, 101.77734375 12.919921875, 101.77734375 12.83203125, 101.689453125 12.83203125))
24166940	POLYGON ((101.77734375 12.83203125, 101.77734375 12.919921875, 101.865234375 12.919921875, 101.865234375 12.83203125, 101.77734375 12.83203125))
24166941	POLYGON ((101.865234375 12.83203125, 101.865234375 12.919921875, 101.953125 12.919921875, 101.953125 12.83203125, 101.865234375 12.83203125))
24166984	POLYGON ((101.953125 12.83203125, 101.953125 12.919921875, 102.041015625 12.919921875, 102.041015625 12.83203125, 101.953125 12.83203125))
24166985	POLYGON ((102.041015625 12.83203125, 102.041015625 12.919921875, 102.12890625 12.919921875, 102.12890625 12.83203125, 102.041015625 12.83203125))
24166988	POLYGON ((102.12890625 12.83203125, 102.12890625 12.919921875, 102.216796875 12.919921875, 102.216796875 12.83203125, 102.12890625 12.83203125))
24166989	POLYGON ((102.216796875 12.83203125, 102.216796875 12.919921875, 102.3046875 12.919921875, 102.3046875 12.83203125, 102.216796875 12.83203125))
24167000	POLYGON ((102.3046875 12.83203125, 102.3046875 12.919921875, 102.392578125 12.919921875, 102.392578125 12.83203125, 102.3046875 12.83203125))
24167001	POLYGON ((102.392578125 12.83203125, 102.392578125 12.919921875, 102.48046875 12.919921875, 102.48046875 12.83203125, 102.392578125 12.83203125))
24167004	POLYGON ((102.48046875 12.83203125, 102.48046875 12.919921875, 102.568359375 12.919921875, 102.568359375 12.83203125, 102.48046875 12.83203125))
24155722	POLYGON ((99.140625 12.919921875, 99.140625 13.0078125, 99.228515625 13.0078125, 99.228515625 12.919921875, 99.140625 12.919921875))
24155723	POLYGON ((99.228515625 12.919921875, 99.228515625 13.0078125, 99.31640625 13.0078125, 99.31640625 12.919921875, 99.228515625 12.919921875))
24155726	POLYGON ((99.31640625 12.919921875, 99.31640625 13.0078125, 99.404296875 13.0078125, 99.404296875 12.919921875, 99.31640625 12.919921875))
24155727	POLYGON ((99.404296875 12.919921875, 99.404296875 13.0078125, 99.4921875 13.0078125, 99.4921875 12.919921875, 99.404296875 12.919921875))
24155738	POLYGON ((99.4921875 12.919921875, 99.4921875 13.0078125, 99.580078125 13.0078125, 99.580078125 12.919921875, 99.4921875 12.919921875))
24155739	POLYGON ((99.580078125 12.919921875, 99.580078125 13.0078125, 99.66796875 13.0078125, 99.66796875 12.919921875, 99.580078125 12.919921875))
24155742	POLYGON ((99.66796875 12.919921875, 99.66796875 13.0078125, 99.755859375 13.0078125, 99.755859375 12.919921875, 99.66796875 12.919921875))
24155743	POLYGON ((99.755859375 12.919921875, 99.755859375 13.0078125, 99.84375 13.0078125, 99.84375 12.919921875, 99.755859375 12.919921875))
24155914	POLYGON ((99.84375 12.919921875, 99.84375 13.0078125, 99.931640625 13.0078125, 99.931640625 12.919921875, 99.84375 12.919921875))
24155915	POLYGON ((99.931640625 12.919921875, 99.931640625 13.0078125, 100.01953125 13.0078125, 100.01953125 12.919921875, 99.931640625 12.919921875))
24155918	POLYGON ((100.01953125 12.919921875, 100.01953125 13.0078125, 100.107421875 13.0078125, 100.107421875 12.919921875, 100.01953125 12.919921875))
24155979	POLYGON ((100.634765625 12.919921875, 100.634765625 13.0078125, 100.72265625 13.0078125, 100.72265625 12.919921875, 100.634765625 12.919921875))
24155982	POLYGON ((100.72265625 12.919921875, 100.72265625 13.0078125, 100.810546875 13.0078125, 100.810546875 12.919921875, 100.72265625 12.919921875))
24155983	POLYGON ((100.810546875 12.919921875, 100.810546875 13.0078125, 100.8984375 13.0078125, 100.8984375 12.919921875, 100.810546875 12.919921875))
24155994	POLYGON ((100.8984375 12.919921875, 100.8984375 13.0078125, 100.986328125 13.0078125, 100.986328125 12.919921875, 100.8984375 12.919921875))
24155995	POLYGON ((100.986328125 12.919921875, 100.986328125 13.0078125, 101.07421875 13.0078125, 101.07421875 12.919921875, 100.986328125 12.919921875))
24155998	POLYGON ((101.07421875 12.919921875, 101.07421875 13.0078125, 101.162109375 13.0078125, 101.162109375 12.919921875, 101.07421875 12.919921875))
24155999	POLYGON ((101.162109375 12.919921875, 101.162109375 13.0078125, 101.25 13.0078125, 101.25 12.919921875, 101.162109375 12.919921875))
24166922	POLYGON ((101.25 12.919921875, 101.25 13.0078125, 101.337890625 13.0078125, 101.337890625 12.919921875, 101.25 12.919921875))
24166923	POLYGON ((101.337890625 12.919921875, 101.337890625 13.0078125, 101.42578125 13.0078125, 101.42578125 12.919921875, 101.337890625 12.919921875))
24166926	POLYGON ((101.42578125 12.919921875, 101.42578125 13.0078125, 101.513671875 13.0078125, 101.513671875 12.919921875, 101.42578125 12.919921875))
24166927	POLYGON ((101.513671875 12.919921875, 101.513671875 13.0078125, 101.6015625 13.0078125, 101.6015625 12.919921875, 101.513671875 12.919921875))
24166938	POLYGON ((101.6015625 12.919921875, 101.6015625 13.0078125, 101.689453125 13.0078125, 101.689453125 12.919921875, 101.6015625 12.919921875))
24166939	POLYGON ((101.689453125 12.919921875, 101.689453125 13.0078125, 101.77734375 13.0078125, 101.77734375 12.919921875, 101.689453125 12.919921875))
24166942	POLYGON ((101.77734375 12.919921875, 101.77734375 13.0078125, 101.865234375 13.0078125, 101.865234375 12.919921875, 101.77734375 12.919921875))
24166943	POLYGON ((101.865234375 12.919921875, 101.865234375 13.0078125, 101.953125 13.0078125, 101.953125 12.919921875, 101.865234375 12.919921875))
24166986	POLYGON ((101.953125 12.919921875, 101.953125 13.0078125, 102.041015625 13.0078125, 102.041015625 12.919921875, 101.953125 12.919921875))
24166987	POLYGON ((102.041015625 12.919921875, 102.041015625 13.0078125, 102.12890625 13.0078125, 102.12890625 12.919921875, 102.041015625 12.919921875))
24166990	POLYGON ((102.12890625 12.919921875, 102.12890625 13.0078125, 102.216796875 13.0078125, 102.216796875 12.919921875, 102.12890625 12.919921875))
24166991	POLYGON ((102.216796875 12.919921875, 102.216796875 13.0078125, 102.3046875 13.0078125, 102.3046875 12.919921875, 102.216796875 12.919921875))
24167002	POLYGON ((102.3046875 12.919921875, 102.3046875 13.0078125, 102.392578125 13.0078125, 102.392578125 12.919921875, 102.3046875 12.919921875))
24167003	POLYGON ((102.392578125 12.919921875, 102.392578125 13.0078125, 102.48046875 13.0078125, 102.48046875 12.919921875, 102.392578125 12.919921875))
24167006	POLYGON ((102.48046875 12.919921875, 102.48046875 13.0078125, 102.568359375 13.0078125, 102.568359375 12.919921875, 102.48046875 12.919921875))
24155701	POLYGON ((99.052734375 13.0078125, 99.052734375 13.095703125, 99.140625 13.095703125, 99.140625 13.0078125, 99.052734375 13.0078125))
24155744	POLYGON ((99.140625 13.0078125, 99.140625 13.095703125, 99.228515625 13.095703125, 99.228515625 13.0078125, 99.140625 13.0078125))
24155745	POLYGON ((99.228515625 13.0078125, 99.228515625 13.095703125, 99.31640625 13.095703125, 99.31640625 13.0078125, 99.228515625 13.0078125))
24155748	POLYGON ((99.31640625 13.0078125, 99.31640625 13.095703125, 99.404296875 13.095703125, 99.404296875 13.0078125, 99.31640625 13.0078125))
24155749	POLYGON ((99.404296875 13.0078125, 99.404296875 13.095703125, 99.4921875 13.095703125, 99.4921875 13.0078125, 99.404296875 13.0078125))
24155760	POLYGON ((99.4921875 13.0078125, 99.4921875 13.095703125, 99.580078125 13.095703125, 99.580078125 13.0078125, 99.4921875 13.0078125))
24155761	POLYGON ((99.580078125 13.0078125, 99.580078125 13.095703125, 99.66796875 13.095703125, 99.66796875 13.0078125, 99.580078125 13.0078125))
24155764	POLYGON ((99.66796875 13.0078125, 99.66796875 13.095703125, 99.755859375 13.095703125, 99.755859375 13.0078125, 99.66796875 13.0078125))
24155765	POLYGON ((99.755859375 13.0078125, 99.755859375 13.095703125, 99.84375 13.095703125, 99.84375 13.0078125, 99.755859375 13.0078125))
24155936	POLYGON ((99.84375 13.0078125, 99.84375 13.095703125, 99.931640625 13.095703125, 99.931640625 13.0078125, 99.84375 13.0078125))
24155937	POLYGON ((99.931640625 13.0078125, 99.931640625 13.095703125, 100.01953125 13.095703125, 100.01953125 13.0078125, 99.931640625 13.0078125))
24155940	POLYGON ((100.01953125 13.0078125, 100.01953125 13.095703125, 100.107421875 13.095703125, 100.107421875 13.0078125, 100.01953125 13.0078125))
24156005	POLYGON ((100.810546875 13.0078125, 100.810546875 13.095703125, 100.8984375 13.095703125, 100.8984375 13.0078125, 100.810546875 13.0078125))
24156016	POLYGON ((100.8984375 13.0078125, 100.8984375 13.095703125, 100.986328125 13.095703125, 100.986328125 13.0078125, 100.8984375 13.0078125))
24156017	POLYGON ((100.986328125 13.0078125, 100.986328125 13.095703125, 101.07421875 13.095703125, 101.07421875 13.0078125, 100.986328125 13.0078125))
24156020	POLYGON ((101.07421875 13.0078125, 101.07421875 13.095703125, 101.162109375 13.095703125, 101.162109375 13.0078125, 101.07421875 13.0078125))
24156021	POLYGON ((101.162109375 13.0078125, 101.162109375 13.095703125, 101.25 13.095703125, 101.25 13.0078125, 101.162109375 13.0078125))
24166944	POLYGON ((101.25 13.0078125, 101.25 13.095703125, 101.337890625 13.095703125, 101.337890625 13.0078125, 101.25 13.0078125))
24166945	POLYGON ((101.337890625 13.0078125, 101.337890625 13.095703125, 101.42578125 13.095703125, 101.42578125 13.0078125, 101.337890625 13.0078125))
24166948	POLYGON ((101.42578125 13.0078125, 101.42578125 13.095703125, 101.513671875 13.095703125, 101.513671875 13.0078125, 101.42578125 13.0078125))
24166949	POLYGON ((101.513671875 13.0078125, 101.513671875 13.095703125, 101.6015625 13.095703125, 101.6015625 13.0078125, 101.513671875 13.0078125))
24166960	POLYGON ((101.6015625 13.0078125, 101.6015625 13.095703125, 101.689453125 13.095703125, 101.689453125 13.0078125, 101.6015625 13.0078125))
24166961	POLYGON ((101.689453125 13.0078125, 101.689453125 13.095703125, 101.77734375 13.095703125, 101.77734375 13.0078125, 101.689453125 13.0078125))
24166964	POLYGON ((101.77734375 13.0078125, 101.77734375 13.095703125, 101.865234375 13.095703125, 101.865234375 13.0078125, 101.77734375 13.0078125))
